"Level","Industry","Session Theme","Role","Products","Room","Venue Name","Session Date","Session Time","Session Start Time","Attendance Category","Session Duration","Enrollment Count","Session Format","Session: Session Name","Session Abstract"
"","","Sales Productivity; Sales Enablement","Marketing; Sales","Data.com; Lightning","Partner Theater 3","Moscone South","Tuesday","4:00 p.m. - 4:20 p.m.","11/7/2017 4:00 PM","","20","0","Partner Theater","Empower Your Organization with Actionable, Accurate Data Through D&B","Are you confident that your Salesforce data is accurate and complete? Join us to learn how you can utilize Dun & Bradstreet's database of over 280M business records directly in your Salesforce instance, along with data management capabilities, to ensure you are basing your business decisions on actionable data."
"","High Tech; Professional Services","Marketing Automation; Sales Productivity; Intelligence","Marketing; Sales","Sales Cloud","Partner Theater 3","Moscone South","Wednesday","2:30 p.m. - 2:50 p.m.","11/8/2017 2:30 PM","","20","0","Partner Theater","The Best Prospects & Growth Markets: Consolidate Your Data with D&B DataVision","Marketers are trying to create a single view of customers and prospects, but disconnected silos make it difficult to identify the best opportunities. Join us as we demonstrate D&B DataVision, which helps marketers analyze and segment prospect data to optimize go-to-market planning by centralizing data silos to a single location."
"","","","","Cloud Services","Nikko Ballroom II","Hotel Nikko","Wednesday","11:00 a.m. - 2:00 p.m.","11/8/2017 11:00 AM","Small: < 200","150","0","Circle of Success","Executive Circle MM-GEN Select","As you wind down your Dreamforce Experience, take this time to learn from, and network with, like-minded executives at our Premier Executive Circles of Success. These are exclusive, consultative small group discussions, hosted by our Salesforce executives and Customers for Life Experts. Bring the culmination of your week's inspiration to this roundtable to begin to prioritize your Action Plan post-Dreamforce."
"","","Emerging Trends; Sales Productivity; Sales Enablement","Sales","AppExchange","Partner Theater 3","Moscone South","Tuesday","3:30 p.m. - 3:50 p.m.","11/7/2017 3:30 PM","","20","0","Partner Theater","Extreme Velocity Sales: Beyond Smart CRM","Join us as InsideSales.com Founder Ken Krogue shares research about 12 Immutable Laws of Extreme Velocity Sales and why sales teams have thrown the CRM baby out with the bathwater. He'll discuss how to be the CEO of your territory... today, and why Cadence is killing sales productivity."
"","Financial Services","Emerging Trends; User Experience; Innovation","Executive; Finance & Accounting","","Grand Ballroom C","InterContinental San Francisco Hotel","Wednesday","10:30 a.m. - 11:10 a.m.","11/8/2017 10:30 AM","","40","65","Video","Unified Bank Vision: From Products to Customer Advocacy","A more seamless, connected customer is raising expectations and driving the need for a better banking experience. Join PwC to learn how enabling a unified bank vision across lines of business, maximizing each relationship through a customer engagement model, helps banks move from transaction orientation to a relationship-oriented culture."
"Advanced","High Tech; Manufacturing","Sales Productivity; Integration; Enterprise","Executive; Sales; Service & Support","Sales Cloud; Service Cloud; Cloud Services","Marina","InterContinental San Francisco Hotel","Tuesday","3:00 p.m. - 3:20 p.m.","11/7/2017 3:00 PM","Small: < 200","20","0","Zone Theater","Ask an Architect: Sandbox Preview Testing (B)","Catch bugs before they bite with automated testing during the Sandbox Preview window. Are you taking the opportunity to catch business-impacting issues before they occur in production? Did you know there are best practices you can leverage to proactively test for bugs, report issues, and reduce total cost of ownership with each Major Release cycle? Join us to learn steps you can take to keep your business objectives on track, making the most of your Salesforce implementation."
"Advanced","High Tech; Manufacturing","Sales Productivity; Integration; Enterprise","Executive; Sales; Service & Support","Sales Cloud; Service Cloud; Cloud Services","Sutter","InterContinental San Francisco Hotel","Monday","8:00 a.m. - 9:00 a.m.","11/6/2017 8:00 AM","Small: < 200","150","0","Activity","Customer Connections: 06NOV17-8AM","Customer Connections Lounge Staffing Record"
"","","Social Marketing; Salesforce on Salesforce","Marketing; New Customer","Marketing Cloud","Marketing Cloud Mountain (Seacliff Room)","Palace Hotel","Tuesday","11:00 a.m. - 11:40 a.m.","11/7/2017 11:00 AM","Small: < 200","40","37","Workshop","How Salesforce Uses Creative Strategy in Marketing","Join marketers from Salesforce to learn how you can weave creative strategy into your marketing campaigns for top performance. Members of the product marketing, campaign, and creative team will walk you through a Salesforce campaign use case of how to build an effective cross channel marketing campaign and share tips on elevating the relationship with your creative team to see success."
"Intermediate","","Mobile; Tips & Tricks; Customer Support","Service & Support","Service Cloud","Golden Gate - Pinnacle Theater","San Francisco Marriott Marquis Hotel","Thursday","8:00 a.m. - 8:20 a.m.","11/9/2017 8:00 AM","","20","0","Zone Theater","Proactively Serving Your Customers Through SMS (1)","Join us to learn how to reach out proactively to your customers over SMS, as well as how to engage them over preferred messaging channels. We'll discuss utilizing Process Builder to begin the conversation, leveraging Omni-Channel to route conversations, and engaging over Facebook Messenger."
"","","Sales Productivity; Sales Enablement","Executive; Sales","AppExchange","Foothill G1-G2","San Francisco Marriott Marquis Hotel","Wednesday","5:00 p.m. - 5:40 p.m.","11/8/2017 5:00 PM","","40","42","Video","Real AI for Growth","Artificial Intelligence (AI) is here to stay, and it's shaping the way we live and work. Join the CEO of InsideSales.com to discuss what is Real AI, which companies are using Real AI to drive sales results today, what is an AI System of Growth, and how do I start?"
"","","Social Marketing; Salesforce on Salesforce; Customer Support","Marketing; New Customer; Service & Support","Marketing Cloud","Marketing Cloud Mountain (Seacliff Room)","Palace Hotel","Thursday","9:00 a.m. - 9:40 a.m.","11/9/2017 9:00 AM","Small: < 200","40","1","Workshop","MC Mountain Workshop 02",""
"Intermediate","","Mobile; Customer Support","Service & Support","Service Cloud","Foothill G1-G2","San Francisco Marriott Marquis Hotel","Thursday","10:00 a.m. - 10:40 a.m.","11/9/2017 10:00 AM","","40","105","Breakout","Field Service Lightning Roadmap: The Future of On-Site Customer Experience (1)","Join us to hear the exciting innovation we've got planned for Salesforce's fastest growing new product: Field Service Lightning. We'll show you how today's intelligent routing and scheduling will grow to include inventory, billing, eSignature, and Internet of Things capabilities so you can connect with customers like never before."
"","","Social Marketing; Salesforce on Salesforce; Customer Support","Marketing; New Customer; Service & Support","Marketing Cloud","Marketing Cloud Mountain (Seacliff Room)","Palace Hotel","Thursday","11:00 a.m. - 11:40 a.m.","11/9/2017 11:00 AM","Small: < 200","40","0","Workshop","MC Mountain Workshop 04",""
"","Government; Professional Services","IT Help Desk; User Experience; Customer Support","Service & Support","Service Cloud","Foothill E","San Francisco Marriott Marquis Hotel","Tuesday","12:00 p.m. - 12:40 p.m.","11/7/2017 12:00 PM","","40","72","Video","Connect Internal/External Service Models: The Ultimate Customer Experience","Join us as Town of Cary and Samanage detail how adopting a single platform approach gives you a greater ability to see your employees and every touch point they have across your organization in a 360-degree view, driving greater efficiencies, empowering employees, and creating differentiated business outcomes."
"","Communications; High Tech","Enterprise; Innovation","Executive; IT","Sales Cloud; Salesforce1 Mobile","Partner Theater 3","Moscone South","Monday","2:00 p.m. - 2:20 p.m.","11/6/2017 2:00 PM","","20","0","Partner Theater","Contextual Communication Helps You Deliver Customer Success","Customer success has become a competitive differentiator for companies. Today's cloud-based communication products enable businesses to dramatically enhance their customer engagement via timely and relevant context. Join us as RingCentral shares the latest on their integrations with Salesforce, and provides practical advice for taking customer communications to the next level."
